"ab_idx","chain","V gene","source"
"7940","L","IGLV1-47","collected"
"7941","H","IGHV3-66","collected"
"7941","L","IGKV1-9","collected"
"7942","H","IGHV4-39","collected"
"7942","L","IGKV1-39","collected"
"7943","H","IGHV1-58","collected"
"7943","L","IGKV3D-20","collected"
"7944","H","IGHV3-53","collected"
"7944","L","IGKV3D-20","collected"
"7945","H","IGHV3-21","collected"
"7945","L","IGLV3-1","collected"
"7946","H","IGHV3-33","collected"
"7946","L","IGKV1-39","collected"
"7947","H","IGHV1-69","collected"
"7947","L","IGKV3D-20","collected"
"7948","H","IGHV3-66","collected"
"7948","L","IGKV1-27","collected"
"7949","H","IGHV1-18","collected"
"7949","L","IGLV1-40","collected"
"794","H","IGHV7-4-1","collected"
"794","L","IGLV2-11","collected"
"7950","H","IGHV3-33","collected"
"7950","L","IGKV1-39","collected"
"7951","H","IGHV3-66","collected"
"7951","L","IGKV3D-20","collected"
"7952","H","IGHV1-58","collected"
"7952","L","IGKV3D-20","collected"
"7953","H","IGHV2-5","collected"
"7953","L","IGLV3-25","collected"
"7954","H","IGHV4-4","collected"
"7954","L","IGKV3-15","collected"
"7955","H","IGHV3-66","collected"
"7955","L","IGKV1-33","collected"
"7956","H","IGHV3-23","collected"
"7956","L","IGKV1-8","collected"
"7957","H","IGHV3-66","collected"
"7957","L","IGKV3D-20","collected"
"7958","H","IGHV2-5","collected"
"7958","L","IGLV2-14","collected"
"7959","H","IGHV3-33","collected"
"7959","L","IGKV2-28","collected"
"7960","H","IGHV3-9","collected"
"7960","L","IGLV2-14","collected"
"7961","H","IGHV1-58","collected"
"7961","L","IGKV3D-20","collected"
"7962","H","IGHV3-11","collected"
"7962","L","IGLV1-40","collected"
"7963","H","IGHV3-66","collected"
"7963","L","IGKV3-20","collected"
"7964","H","IGHV3-9","collected"
"7964","L","IGLV2-14","collected"
"7965","H","IGHV4-61","collected"
"7965","L","IGKV1-33","collected"
"7966","H","IGHV7-4-1","collected"
"7966","L","IGKV4-1","collected"
"7967","H","IGHV1-58","collected"
"7967","L","IGKV3D-20","collected"
"7968","H","IGHV3-9","collected"
"7968","L","IGLV3-25","collected"
"7969","H","IGHV1-3","collected"
"7969","L","IGKV1-5","collected"
"796","H","IGHV2-5","collected"
"796","L","IGLV3-25","collected"
"7970","H","IGHV1-69","collected"
"7970","L","IGKV3D-20","collected"
"7971","H","IGHV3-9","collected"
"7971","L","IGKV3D-20","collected"
"7972","H","IGHV3-30","collected"
"7972","L","IGKV1-39","collected"
"7973","H","IGHV1-69","collected"
"7973","L","IGKV3D-20","collected"
"7974","H","IGHV1-58","collected"
"7974","L","IGKV3D-20","collected"
"7975","H","IGHV1-69","collected"
"7975","L","IGKV1-39","collected"
"7976","H","IGHV4-30-2","collected"
"7976","L","IGLV3-21","collected"
"7977","H","IGHV3-9","collected"
"7977","L","IGKV2-18","collected"
"7978","H","IGHV1-69","collected"
"7978","L","IGKV2-28","collected"
"7979","H","IGHV3-9","collected"
"7979","L","IGKV1-39","collected"
"797","H","IGHV3-30","collected"
"797","L","IGKV2D-29","collected"
"7980","H","IGHV3-64D","collected"
"7980","L","IGKV1-39","collected"
"7981","H","IGHV1-69","collected"
"7981","L","IGLV8-61","collected"
"7982","H","IGHV1-69","collected"
"7982","L","IGKV1D-16","collected"
"7983","H","IGHV3-9","collected"
"7983","L","IGLV3-21","collected"
"7984","H","IGHV1-58","collected"
"7984","L","IGKV3D-20","collected"
"7985","H","IGHV3-13","collected"
"7985","L","IGKV1-39","collected"
"7986","H","IGHV3-9","collected"
"7986","L","IGLV1-40","collected"
"7987","H","IGHV1-69","collected"
"7987","L","IGKV3-15","collected"
"7988","H","IGHV3-9","collected"
"7988","L","IGLV2-14","collected"
"7989","H","IGHV3-23","collected"
"7989","L","IGKV1-39","collected"
"7990","H","IGHV4-61","collected"
"7990","L","IGKV1-33","collected"
"7991","H","IGHV4-34","collected"
"7991","L","IGLV1-44","collected"
"7992","H","IGHV3-30","collected"
"7992","L","IGKV1-39","collected"
"7993","H","IGHV3-13","collected"
"7993","L","IGKV1-39","collected"
"7994","H","IGHV3-30","collected"
"7994","L","IGLV1-44","collected"
"7995","H","IGHV3-9","collected"
"7995","L","IGLV1-51","collected"
"7996","H","IGHV1-58","collected"
"7996","L","IGKV3D-20","collected"
"7997","H","IGHV2-5","collected"
"7997","L","IGLV2-11","collected"
"7998","H","IGHV3-30","collected"
"7998","L","IGKV1-39","collected"
"7999","H","IGHV5-10-1","collected"
"7999","L","IGLV6-57","collected"
"799","H","IGHV1-58","collected"
"799","L","IGKV3D-20","collected"
"79","H","IGHV4-61","collected"
"79","L","IGLV2-11","collected"
"7","H","IGHV3-33","collected"
"7","L","IGKV3-11","collected"
"8000","H","IGHV1-69","collected"
"8000","L","IGLV1-40","collected"
"8001","H","IGHV3-30","collected"
"8001","L","IGKV1-39","collected"
"8002","H","IGHV1-46","collected"
"8002","L","IGLV1-40","collected"
"8003","H","IGHV3-13","collected"
"8003","L","IGKV1-39","collected"
"8004","H","IGHV3-30","collected"
"8004","L","IGKV1-39","collected"
"8005","H","IGHV1-3","collected"
"8005","L","IGKV1-39","collected"
"8006","H","IGHV1-69","collected"
"8006","L","IGLV1-40","collected"
"8007","H","IGHV3-13","collected"
"8007","L","IGKV3-15","collected"
"8008","H","IGHV3-9","collected"
"8008","L","IGLV2-14","collected"
"8009","H","IGHV1-46","collected"
"8009","L","IGLV6-57","collected"
"8010","H","IGHV3-23","collected"
"8010","L","IGLV1-47","collected"
"8011","H","IGHV1-2","collected"
"8011","L","IGKV1-39","collected"
"8012","H","IGHV3-66","collected"
"8012","L","IGKV1-9","collected"
"8013","H","IGHV3-9","collected"
"8013","L","IGLV2-14","collected"
"8014","H","IGHV3-73","collected"
"8014","L","IGLV1-40","collected"
"8015","H","IGHV2-5","collected"
"8015","L","IGKV1-39","collected"
"8016","H","IGHV4-59","collected"
"8016","L","IGKV2-28","collected"
"8017","H","IGHV4-4","collected"
"8017","L","IGKV3-15","collected"
"8018","H","IGHV3-66","collected"
"8018","L","IGKV3D-20","collected"
"8019","H","IGHV7-4-1","collected"
"8019","L","IGLV1-40","collected"
"8020","H","IGHV3-9","collected"
"8020","L","IGKV3D-20","collected"
"8021","H","IGHV3-74","collected"
"8021","L","IGKV4-1","collected"
"8022","H","IGHV3-66","collected"
"8022","L","IGKV3D-20","collected"
"8023","H","IGHV3-9","collected"
"8023","L","IGLV1-51","collected"
"8024","H","IGHV3-15","collected"
"8024","L","IGKV1-39","collected"
"8025","H","IGHV1-3","collected"
"8025","L","IGKV1-5","collected"
"8026","H","IGHV3-20","collected"
"8026","L","IGKV3D-20","collected"
"8027","H","IGHV1-69","collected"
"8027","L","IGKV1-39","collected"
"8028","H","IGHV4-61","collected"
"8028","L","IGKV1-33","collected"
"8029","H","IGHV3-30","collected"
"8029","L","IGKV1-39","collected"
"8030","H","IGHV3-73","collected"
"8030","L","IGKV1-16","collected"
"8031","H","IGHV3-74","collected"
"8031","L","IGLV1-40","collected"
"8032","H","IGHV3-30","collected"
"8032","L","IGKV3-15","collected"
"8033","H","IGHV3-33","collected"
"8033","L","IGKV2-29","collected"
"8034","H","IGHV3-15","collected"
"8034","L","IGLV1-51","collected"
"8035","H","IGHV3-33","collected"
"8035","L","IGLV6-57","collected"
"8036","H","IGHV3-66","collected"
"8036","L","IGKV3-11","collected"
"8037","H","IGHV3-9","collected"
"8037","L","IGLV3-21","collected"
"8038","H","IGHV3-20","collected"
"8038","L","IGLV3-9","collected"
"8039","H","IGHV3-9","collected"
"8039","L","IGLV3-21","collected"
"8040","H","IGHV3-23","collected"
"8040","L","IGLV2-23","collected"
"8041","H","IGHV4-61","collected"
"8041","L","IGKV1-33","collected"
"8042","H","IGHV3-13","collected"
"8042","L","IGKV1-39","collected"
"8043","H","IGHV3-9","collected"
"8043","L","IGLV1-44","collected"
"8044","H","IGHV3-9","collected"
"8044","L","IGLV1-44","collected"
"8045","H","IGHV3-21","collected"
"8045","L","IGKV3-15","collected"
"8046","H","IGHV3-30","collected"
"8046","L","IGKV1-39","collected"
"8047","H","IGHV3-9","collected"
"8047","L","IGLV2-8","collected"
"8048","H","IGHV1-69","collected"
"8048","L","IGKV3D-20","collected"
"8049","H","IGHV4-61","collected"
"8049","L","IGKV1-33","collected"
"804","H","IGHV1-58","collected"
"804","L","IGKV3D-20","collected"
"8050","H","IGHV3-13","collected"
"8050","L","IGKV1-39","collected"
"8051","H","IGHV3-21","collected"
"8051","L","IGLV1-44","collected"
"8052","H","IGHV5-51","collected"
"8052","L","IGLV2-14","collected"
"8053","H","IGHV3-9","collected"
"8053","L","IGLV1-51","collected"
"8054","H","IGHV4-61","collected"
"8054","L","IGKV1-33","collected"
"8055","H","IGHV3-23","collected"
"8055","L","IGLV3-21","collected"
"8056","H","IGHV3-9","collected"
"8056","L","IGLV3-21","collected"
"8057","H","IGHV3-9","collected"
"8057","L","IGLV2-14","collected"
"8058","H","IGHV7-4-1","collected"
"8058","L","IGKV4-1","collected"
"8059","H","IGHV3-23","collected"
"8059","L","IGKV1-39","collected"
"8060","H","IGHV3-9","collected"
"8060","L","IGLV3-21","collected"
"8061","H","IGHV3-23","collected"
"8061","L","IGKV1-39","collected"
"8062","H","IGHV1-69","collected"
"8062","L","IGKV3-20","collected"
"8063","H","IGHV1-69","collected"
"8063","L","IGKV4-1","collected"
"8064","H","IGHV3-30","collected"
"8064","L","IGLV1-44","collected"
"8065","H","IGHV3-9","collected"
"8065","L","IGLV3-21","collected"
"8066","H","IGHV1-69","collected"
"8066","L","IGLV1-40","collected"
"8067","H","IGHV2-5","collected"
"8067","L","IGLV3-25","collected"
"8068","H","IGHV4-61","collected"
"8068","L","IGLV3-25","collected"
"8069","H","IGHV1-18","collected"
"8069","L","IGKV1-12","collected"
"806","H","IGHV3-7","collected"
"806","L","IGLV1-40","collected"
"8070","H","IGHV6-1","collected"
"8070","L","IGKV1D-13","collected"
"8071","H","IGHV3-23","collected"
"8071","L","IGKV1-39","collected"
"8072","H","IGHV3-21","collected"
"8072","L","IGKV3D-20","collected"
"8073","H","IGHV3-64D","collected"
"8073","L","IGKV1-39","collected"
"8074","H","IGHV1-69","collected"
"8074","L","IGLV1-40","collected"
"8075","H","IGHV3-9","collected"
"8075","L","IGLV1-44","collected"
"8076","H","IGHV4-34","collected"
"8076","L","IGKV6-21","collected"
"8077","H","IGHV1-69","collected"
"8077","L","IGLV1-40","collected"
"8078","H","IGHV1-69","collected"
"8078","L","IGLV1-40","collected"
"8079","H","IGHV3-30","collected"
"8079","L","IGKV1-39","collected"
"807","H","IGHV3-30","collected"
"807","L","IGKV4-1","collected"
"8080","H","IGHV4-34","collected"
"8080","L","IGLV1-44","collected"
"8081","H","IGHV4-61","collected"
"8081","L","IGKV1-33","collected"
"8082","H","IGHV3-23","collected"
"8082","L","IGLV3-21","collected"
"8083","H","IGHV1-69","collected"
"8083","L","IGLV1-44","collected"
"8084","H","IGHV2-5","collected"
"8084","L","IGLV3-25","collected"
"8085","H","IGHV1-69","collected"
"8085","L","IGLV1-40","collected"
"8086","H","IGHV2-26","collected"
"8086","L","IGLV3-25","collected"
"8087","H","IGHV1-69","collected"
"8087","L","IGKV1-9","collected"
"8088","H","IGHV1-24","collected"
"8088","L","IGLV7-46","collected"
"8089","H","IGHV3-30","collected"
"8089","L","IGKV1-39","collected"
"808","H","IGHV5-51","collected"
"808","L","IGKV4-1","collected"
"8090","H","IGHV3-30","collected"
"8090","L","IGKV1-39","collected"
"8091","H","IGHV3-30","collected"
"8091","L","IGKV1-39","collected"
"8092","H","IGHV1-69","collected"
"8092","L","IGKV1-39","collected"
"8093","H","IGHV1-69","collected"
"8093","L","IGLV1-40","collected"
"8094","H","IGHV3-23","collected"
"8094","L","IGLV3-21","collected"
"8095","H","IGHV1-69","collected"
"8095","L","IGLV1-40","collected"
"8096","H","IGHV3-13","collected"
"8096","L","IGKV1-39","collected"
"8097","H","IGHV3-30","collected"
"8097","L","IGKV1-39","collected"
"8098","H","IGHV1-69","collected"
"8098","L","IGKV1-39","collected"
"8099","H","IGHV3-23","collected"
"8099","L","IGLV3-21","collected"
"809","H","IGHV3-30","collected"
"809","L","IGKV3D-20","collected"
"80","H","IGHV4-39","collected"
"80","L","IGLV2-11","collected"
"8100","H","IGHV3-33","collected"
"8100","L","IGKV1-39","collected"
"8101","H","IGHV3-21","collected"
"8101","L","IGKV3D-20","collected"
"8102","H","IGHV5-51","collected"
"8102","L","IGKV1-33","collected"
"8103","H","IGHV1-2","collected"
"8103","L","IGLV2-23","collected"
"8104","H","IGHV4-39","collected"
"8104","L","IGLV1-47","collected"
"8105","H","IGHV2-26","collected"
"8105","L","IGLV3-25","collected"
"8106","H","IGHV4-61","collected"
"8106","L","IGLV3-21","collected"
"8107","H","IGHV3-11","collected"
"8107","L","IGLV3-21","collected"
"8108","H","IGHV3-11","collected"
"8108","L","IGKV3D-20","collected"
"8109","H","IGHV3-13","collected"
"8109","L","IGKV1-39","collected"
"810","H","IGHV1-58","collected"
"810","L","IGKV3D-20","collected"
"8110","H","IGHV4-38-2","collected"
"8110","L","IGLV3-1","collected"
"8111","H","IGHV1-69","collected"
"8111","L","IGKV1-5","collected"
"8112","H","IGHV3-30","collected"
"8112","L","IGKV1-33","collected"
"8113","H","IGHV1-46","collected"
"8113","L","IGLV2-14","collected"
"8114","H","IGHV7-4-1","collected"
"8114","L","IGLV2-23","collected"
"8115","H","IGHV1-3","collected"
"8115","L","IGLV3-21","collected"
"8116","H","IGHV1-18","collected"
"8116","L","IGLV3-25","collected"
"8117","H","IGHV1-2","collected"
"8117","L","IGLV2-23","collected"
"8118","H","IGHV3-13","collected"
"8118","L","IGKV1-39","collected"
"8119","H","IGHV1-3","collected"
"8119","L","IGLV3-21","collected"
"811","H","IGHV1-69","collected"
"811","L","IGKV3-11","collected"
"8120","H","IGHV4-31","collected"
"8120","L","IGLV1-51","collected"
"8121","H","IGHV4-61","collected"
"8121","L","IGKV1-39","collected"
"8122","H","IGHV3-9","collected"
"8122","L","IGLV3-21","collected"
"8123","H","IGHV1-2","collected"
"8123","L","IGLV1-47","collected"
"8124","H","IGHV3-15","collected"
"8124","L","IGKV1-5","collected"
"8125","H","IGHV5-51","collected"
"8125","L","IGLV3-1","collected"
"8126","H","IGHV3-33","collected"
"8126","L","IGLV3-25","collected"
"8127","H","IGHV1-46","collected"
"8127","L","IGLV3-21","collected"
"8128","H","IGHV3-9","collected"
"8128","L","IGLV3-21","collected"
"8129","H","IGHV1-69","collected"
"8129","L","IGLV2-14","collected"
"812","H","IGHV1-69","collected"
"812","L","IGKV1-33","collected"
"8130","H","IGHV4-39","collected"
"8130","L","IGLV3-25","collected"
"8131","H","IGHV3-33","collected"
"8131","L","IGLV1-40","collected"
"8132","H","IGHV1-3","collected"
"8132","L","IGLV2-14","collected"
"8133","H","IGHV4-59","collected"
"8133","L","IGKV1-39","collected"
"8134","H","IGHV4-59","collected"
"8134","L","IGKV1-39","collected"
"8135","H","IGHV1-18","collected"
"8135","L","IGLV3-25","collected"
"8136","H","IGHV1-46","collected"
"8136","L","IGLV3-21","collected"
"8137","H","IGHV1-18","collected"
"8137","L","IGKV3-15","collected"
"8138","H","IGHV3-7","collected"
"8138","L","IGLV1-40","collected"
"8139","H","IGHV3-21","collected"
"8139","L","IGLV3-21","collected"
"813","H","IGHV3-30","collected"
"813","L","IGKV2-18","collected"
"8140","H","IGHV3-9","collected"
"8140","L","IGLV3-21","collected"
"8141","H","IGHV7-4-1","collected"
"8141","L","IGLV3-21","collected"
"8142","H","IGHV1-18","collected"
"8142","L","IGKV3-15","collected"
"8143","H","IGHV3-33","collected"
"8143","L","IGLV3-25","collected"
"8144","H","IGHV3-30","collected"
"8144","L","IGLV3-1","collected"
"8145","H","IGHV4-59","collected"
"8145","L","IGKV3D-20","collected"
"8146","H","IGHV4-39","collected"
"8146","L","IGKV1-5","collected"
"8147","H","IGHV3-48","collected"
"8147","L","IGLV2-14","collected"
"8148","H","IGHV5-51","collected"
"8148","L","IGLV1-44","collected"
"8149","H","IGHV1-69","collected"
"8149","L","IGLV3-21","collected"
"814","H","IGHV3-30","collected"
"814","L","IGLV7-46","collected"
"8150","H","IGHV1-18","collected"
"8150","L","IGLV3-25","collected"
"8151","H","IGHV3-30","collected"
"8151","L","IGKV3D-20","collected"
"8152","H","IGHV3-49","collected"
"8152","L","IGLV2-14","collected"
"8153","H","IGHV7-4-1","collected"
"8153","L","IGLV2-23","collected"
"8154","H","IGHV4-59","collected"
"8154","L","IGKV1-33","collected"
"8155","H","IGHV3-30","collected"
"8155","L","IGKV1-27","collected"
"8156","H","IGHV3-49","collected"
"8156","L","IGLV2-14","collected"
"8157","H","IGHV3-49","collected"
"8157","L","IGLV2-14","collected"
"8158","H","IGHV3-15","collected"
"8158","L","IGKV1-5","collected"
"8159","H","IGHV1-2","collected"
"8159","L","IGKV3-15","collected"
"815","H","IGHV4-59","collected"
"815","L","IGKV1-27","collected"
"8160","H","IGHV1-46","collected"
"8160","L","IGKV1-5","collected"
"8161","H","IGHV3-48","collected"
"8161","L","IGLV3-21","collected"
"8162","H","IGHV4-31","collected"
"8162","L","IGKV3-11","collected"
"8163","H","IGHV3-11","collected"
"8163","L","IGLV1-47","collected"
"8164","H","IGHV5-51","collected"
"8164","L","IGLV5-37","collected"
"8165","H","IGHV1-69","collected"
"8165","L","IGLV1-51","collected"
"8166","H","IGHV5-51","collected"
"8166","L","IGKV1-5","collected"
"8167","H","IGHV2-5","collected"
"8167","L","IGKV1-39","collected"
"8168","H","IGHV3-21","collected"
"8168","L","IGKV3-20","collected"
"8169","H","IGHV2-5","collected"
"8169","L","IGKV1-39","collected"
"816","H","IGHV4-39","collected"
"816","L","IGKV1-27","collected"
"8170","H","IGHV5-51","collected"
"8170","L","IGKV3D-20","collected"
"8171","H","IGHV4-39","collected"
"8171","L","IGLV1-44","collected"
"8172","H","IGHV2-5","collected"
"8172","L","IGLV1-44","collected"
"8173","H","IGHV3-48","collected"
"8173","L","IGLV3-21","collected"
"8174","H","IGHV1-18","collected"
"8174","L","IGKV3D-20","collected"
"8175","H","IGHV5-51","collected"
"8175","L","IGLV1-40","collected"
"8176","H","IGHV1-18","collected"
"8176","L","IGLV2-23","collected"
"8177","H","IGHV2-5","collected"
"8177","L","IGLV1-44","collected"
"8178","H","IGHV1-46","collected"
"8178","L","IGKV1-5","collected"
"8179","H","IGHV1-46","collected"
"8179","L","IGKV3-11","collected"
"817","H","IGHV1-18","collected"
"817","L","IGLV1-40","collected"
"8180","H","IGHV3-33","collected"
"8180","L","IGKV1-33","collected"
"8181","H","IGHV5-51","collected"
"8181","L","IGLV1-40","collected"
"8182","H","IGHV5-51","collected"
"8182","L","IGLV1-44","collected"
"8183","H","IGHV1-46","collected"
"8183","L","IGLV3-21","collected"
"8184","H","IGHV3-30","collected"
"8184","L","IGLV3-21","collected"
"8185","H","IGHV4-61","collected"
"8185","L","IGLV1-47","collected"
"8186","H","IGHV3-15","collected"
"8186","L","IGKV1-39","collected"
"8187","H","IGHV3-30","collected"
"8187","L","IGLV3-21","collected"
"8188","H","IGHV3-21","collected"
"8188","L","IGLV3-21","collected"
"8189","H","IGHV4-39","collected"
"8189","L","IGLV2-23","collected"
"818","H","IGHV1-58","collected"
"818","L","IGKV3D-20","collected"
"8190","H","IGHV4-39","collected"
"8190","L","IGKV3-15","collected"
"8191","H","IGHV1-46","collected"
"8191","L","IGLV2-23","collected"
"8192","H","IGHV1-46","collected"
"8192","L","IGKV3-11","collected"
"8193","H","IGHV3-66","collected"
"8193","L","IGKV1-9","collected"
"8194","H","IGHV3-66","collected"
"8194","L","IGKV1-39","collected"
"8195","H","IGHV3-30","collected"
"8195","L","IGKV1-39","collected"
"8196","H","IGHV3-66","collected"
"8196","L","IGKV1-9","collected"
"8197","H","IGHV3-23","collected"
"8197","L","IGLV2-23","collected"
"8198","H","IGHV5-51","collected"
"8198","L","IGKV2-29","collected"
"8199","H","IGHV1-46","collected"
"8199","L","IGKV3-15","collected"
"819","H","IGHV3-48","collected"
"819","L","IGKV1-27","collected"
"81","H","IGHV2-26","collected"
"81","L","IGLV3-21","collected"
"8200","H","IGHV1-18","collected"
"8200","L","IGKV3D-20","collected"
"8201","H","IGHV1-18","collected"
"8201","L","IGLV3-25","collected"
"8202","H","IGHV1-46","collected"
"8202","L","IGLV2-23","collected"
"8203","H","IGHV1-2","collected"
"8203","L","IGKV3-15","collected"
"8204","H","IGHV1-24","collected"
"8204","L","IGKV3-15","collected"
"8205","H","IGHV4-4","collected"
"8205","L","IGKV4-1","collected"
"8206","H","IGHV2-70","collected"
"8206","L","IGLV3-25","collected"
"8207","H","IGHV1-69","collected"
"8207","L","IGKV1-27","collected"
"8208","H","IGHV5-51","collected"
"8208","L","IGLV6-57","collected"
"8209","H","IGHV4-4","collected"
"8209","L","IGLV2-14","collected"
"820","H","IGHV3-53","collected"
"820","L","IGKV3D-20","collected"
"8210","H","IGHV4-4","collected"
"8210","L","IGLV2-14","collected"
"8211","H","IGHV1-69","collected"
"8211","L","IGKV4-1","collected"
"8212","H","IGHV4-30-4","collected"
"8212","L","IGKV1-5","collected"
"8213","H","IGHV1-69","collected"
"8213","L","IGLV3-1","collected"
"8214","H","IGHV2-70","collected"
"8214","L","IGLV3-25","collected"
"8215","H","IGHV4-59","collected"
"8215","L","IGLV3-25","collected"
"8216","H","IGHV2-70","collected"
"8216","L","IGLV3-25","collected"
"8217","H","IGHV1-8","collected"
"8217","L","IGKV1-27","collected"
"8218","H","IGHV1-18","collected"
"8218","L","IGLV1-40","collected"
"8219","H","IGHV5-51","collected"
"8219","L","IGKV3-15","collected"
"821","H","IGHV3-23","collected"
"821","L","IGKV3D-20","collected"
"8220","H","IGHV4-34","collected"
"8220","L","IGKV4-1","collected"
"8221","H","IGHV5-51","collected"
"8221","L","IGKV1-33","collected"
"8222","H","IGHV1-58","collected"
"8222","L","IGKV3D-20","collected"
"8223","H","IGHV5-51","collected"
"8223","L","IGKV1-39","collected"
"8224","H","IGHV1-24","collected"
"8224","L","IGKV1-12","collected"
"8225","H","IGHV3-9","collected"
"8225","L","IGLV1-44","collected"
"8226","H","IGHV1-69","collected"
"8226","L","IGKV3D-20","collected"
"8227","H","IGHV2-70","collected"
"8227","L","IGLV1-44","collected"
"8228","H","IGHV1-58","collected"
"8228","L","IGKV1-33","collected"
"8229","H","IGHV3-66","collected"
"8229","L","IGKV1-27","collected"
"822","H","IGHV3-48","collected"
"822","L","IGKV3-15","collected"
"8230","H","IGHV3-30","collected"
"8230","L","IGKV1D-13","collected"
"8231","H","IGHV5-51","collected"
"8231","L","IGLV1-51","collected"
"8232","H","IGHV3-30","collected"
"8232","L","IGKV1-5","collected"
"8233","H","IGHV3-20","collected"
"8233","L","IGKV3-15","collected"
"8234","H","IGHV3-33","collected"
"8234","L","IGKV1-33","collected"
"8235","H","IGHV1-46","collected"
"8235","L","IGKV3-15","collected"
"8236","H","IGHV1-46","collected"
"8236","L","IGLV2-14","collected"
"8237","H","IGHV4-59","collected"
"8237","L","IGKV4-1","collected"
"8238","H","IGHV4-59","collected"
"8238","L","IGKV4-1","collected"
"8239","H","IGHV1-69","collected"
"8239","L","IGLV3-25","collected"
"823","H","IGHV3-48","collected"
"823","L","IGKV3-15","collected"
"8240","H","IGHV1-69","collected"
"8240","L","IGLV3-25","collected"
"8241","H","IGHV2-70","collected"
"8241","L","IGLV3-25","collected"
"8242","H","IGHV2-70","collected"
"8242","L","IGLV3-25","collected"
"8243","H","IGHV1-69","collected"
"8243","L","IGKV1-33","collected"
"8244","H","IGHV5-51","collected"
"8244","L","IGLV5-45","collected"
"8245","H","IGHV3-53","collected"
"8245","L","IGKV1-27","collected"
"8246","H","IGHV3-48","collected"
"8246","L","IGLV3-21","collected"
"8247","H","IGHV3-66","collected"
"8247","L","IGLV1-47","collected"
"8248","H","IGHV3-66","collected"
"8248","L","IGKV1-5","collected"
"8249","H","IGHV1-69","collected"
"8249","L","IGKV4-1","collected"
"824","H","IGHV1-58","collected"
"824","L","IGKV3-11","collected"
"8250","H","IGHV1-58","collected"
"8250","L","IGKV3D-20","collected"
"8251","H","IGHV2-5","collected"
"8251","L","IGLV2-14","collected"
"8252","H","IGHV3-48","collected"
"8252","L","IGLV3-21","collected"
"8253","H","IGHV3-53","collected"
"8253","L","IGKV3D-20","collected"
"8254","H","IGHV1-58","collected"
"8254","L","IGKV3D-20","collected"
"8255","H","IGHV3-23","collected"
"8255","L","IGKV1-27","collected"
"8256","H","IGHV1-69","collected"
"8256","L","IGLV2-23","collected"
"8257","H","IGHV3-7","collected"
"8257","L","IGKV1-27","collected"
"8258","H","IGHV3-33","collected"
"8258","L","IGKV1-39","collected"
"8259","H","IGHV3-66","collected"
"8259","L","IGLV2-8","collected"
"825","H","IGHV3-30","collected"
"825","L","IGLV2-14","collected"
"8260","H","IGHV3-30","collected"
"8260","L","IGKV3-15","collected"
"8261","H","IGHV3-21","collected"
"8261","L","IGKV3D-20","collected"
"8262","H","IGHV3-33","collected"
"8262","L","IGKV1-39","collected"
"8263","H","IGHV3-33","collected"
"8263","L","IGKV1-39","collected"
"8264","H","IGHV3-66","collected"
"8264","L","IGKV3-20","collected"
"8265","H","IGHV1-58","collected"
"8265","L","IGKV3D-20","collected"
"8266","H","IGHV3-9","collected"
"8266","L","IGLV2-14","collected"
"8267","H","IGHV1-69","collected"
"8267","L","IGKV2-18","collected"
"8268","H","IGHV3-9","collected"
"8268","L","IGLV3-21","collected"
"8269","H","IGHV4-59","collected"
"8269","L","IGKV1-39","collected"
"826","H","IGHV1-58","collected"
"826","L","IGKV3D-20","collected"
"8270","H","IGHV3-66","collected"
"8270","L","IGKV1-39","collected"
"8271","H","IGHV1-58","collected"
"8271","L","IGKV3D-20","collected"
"8272","H","IGHV3-53","collected"
"8272","L","IGKV3D-20","collected"
"8273","H","IGHV3-9","collected"
"8273","L","IGKV3-15","collected"
"8274","H","IGHV1-18","collected"
"8274","L","IGKV1-39","collected"
"8275","H","IGHV3-9","collected"
"8275","L","IGLV2-14","collected"
"8276","H","IGHV1-3","collected"
"8276","L","IGKV2-18","collected"
"8277","H","IGHV1-58","collected"
"8277","L","IGKV3D-20","collected"
"8278","H","IGHV3-30","collected"
"8278","L","IGLV2-14","collected"
"8279","H","IGHV3-66","collected"
"8279","L","IGLV2-14","collected"
"827","H","IGHV3-23","collected"
"827","L","IGLV2-14","collected"
"8280","H","IGHV3-43D","collected"
"8280","L","IGKV4-1","collected"
"8281","H","IGHV1-69","collected"
"8281","L","IGKV3D-20","collected"
"8282","H","IGHV1-69","collected"
"8282","L","IGKV1-39","collected"
"8283","H","IGHV3-33","collected"
"8283","L","IGKV1-39","collected"
"8284","H","IGHV3-33","collected"
"8284","L","IGKV1-5","collected"
"8285","H","IGHV1-18","collected"
"8285","L","IGKV3D-20","collected"
"8286","H","IGHV1-58","collected"
"8286","L","IGKV3D-20","collected"
"8287","H","IGHV1-69","collected"
"8287","L","IGKV1-39","collected"
"8288","H","IGHV1-69","collected"
"8288","L","IGKV4-1","collected"
"8289","H","IGHV3-21","collected"
"8289","L","IGKV3-11","collected"
"828","H","IGHV3-13","collected"
"828","L","IGKV1-39","collected"
"8290","H","IGHV3-21","collected"
"8290","L","IGLV1-47","collected"
"8291","H","IGHV7-4-1","collected"
"8291","L","IGKV3-11","collected"
"8292","H","IGHV7-4-1","collected"
"8292","L","IGKV3-11","collected"
"8293","H","IGHV3-33","collected"
"8293","L","IGKV1-39","collected"
"8294","H","IGHV3-48","collected"
"8294","L","IGKV1-39","collected"
"8295","H","IGHV3-30","collected"
"8295","L","IGLV2-11","collected"
