"ab_idx","chain","V gene","source"
"135","H","IGHV3-66","collected"
"135","L","IGKV1-12","collected"
"1360","H","IGHV3-53","collected"
"1360","L","IGLV3-21","collected"
"1361","H","IGHV1-18","collected"
"1361","L","IGLV3-25","collected"
"1362","H","IGHV3-23","collected"
"1362","L","IGKV3-11","collected"
"1363","H","IGHV4-34","collected"
"1363","L","IGLV3-21","collected"
"1364","H","IGHV1-46","collected"
"1364","L","IGLV1-51","collected"
"1365","H","IGHV5-51","collected"
"1365","L","IGLV1-40","collected"
"1366","H","IGHV1-18","collected"
"1366","L","IGLV3-21","collected"
"136","H","IGHV3-11","collected"
"136","L","IGKV1-27","collected"
"1371","H","IGHV1-69","collected"
"1371","L","IGKV3-11","collected"
"1373","H","IGHV3-66","collected"
"1373","L","IGKV3D-20","collected"
"137","H","IGHV3-30","collected"
"137","L","IGLV2-14","collected"
"1380","H","IGHV3-30","collected"
"1380","L","IGKV1-12","collected"
"1381","H","IGHV5-51","collected"
"1381","L","IGKV1-39","collected"
"1382","H","IGHV3-33","collected"
"1382","L","IGKV2-30","collected"
"1383","H","IGHV3-15","collected"
"1383","L","IGKV1-39","collected"
"1384","H","IGHV3-13","collected"
"1384","L","IGKV1-39","collected"
"1386","H","IGHV3-30","collected"
"1386","L","IGKV1-39","collected"
"1387","H","IGHV3-30","collected"
"1387","L","IGKV1-27","collected"
"1388","H","IGHV3-30","collected"
"1388","L","IGKV1-39","collected"
"1389","H","IGHV3-33","collected"
"1389","L","IGLV3-1","collected"
"138","H","IGHV7-4-1","collected"
"138","L","IGLV3-21","collected"
"1391","H","IGHV4-39","collected"
"1391","L","IGLV6-57","collected"
"1392","H","IGHV3-48","collected"
"1392","L","IGKV3-11","collected"
"1393","H","IGHV3-30","collected"
"1393","L","IGLV2-11","collected"
"1394","H","IGHV4-39","collected"
"1394","L","IGLV1-40","collected"
"1395","H","IGHV3-11","collected"
"1395","L","IGKV1-16","collected"
"1398","H","IGHV1-69","collected"
"1398","L","IGKV2-18","collected"
"1399","H","IGHV1-69","collected"
"1399","L","IGKV3D-20","collected"
"139","H","IGHV1-18","collected"
"139","L","IGKV3-20","collected"
"13","H","IGHV3-48","collected"
"13","L","IGKV1-39","collected"
"1400","H","IGHV2-70","collected"
"1400","L","IGKV1-39","collected"
"1401","H","IGHV3-33","collected"
"1401","L","IGLV2-14","collected"
"1402","H","IGHV3-33","collected"
"1402","L","IGKV3D-20","collected"
"1403","H","IGHV3-9","collected"
"1403","L","IGKV3-15","collected"
"1404","H","IGHV4-59","collected"
"1404","L","IGLV3-21","collected"
"1405","H","IGHV5-51","collected"
"1405","L","IGLV2-14","collected"
"1406","H","IGHV1-18","collected"
"1406","L","IGKV1D-13","collected"
"1407","H","IGHV1-69","collected"
"1407","L","IGKV1D-13","collected"
"1408","H","IGHV3-13","collected"
"1408","L","IGLV1-44","collected"
"1409","H","IGHV3-33","collected"
"1409","L","IGKV1D-13","collected"
"1410","H","IGHV4-39","collected"
"1410","L","IGLV1-40","collected"
"1411","H","IGHV4-59","collected"
"1411","L","IGLV3-21","collected"
"1412","H","IGHV1-18","collected"
"1412","L","IGLV3-21","collected"
"1413","H","IGHV1-69","collected"
"1413","L","IGKV4-1","collected"
"1414","H","IGHV3-23","collected"
"1414","L","IGLV2-14","collected"
"1415","H","IGHV3-9","collected"
"1415","L","IGLV3-21","collected"
"1416","H","IGHV3-9","collected"
"1416","L","IGKV1-5","collected"
"1417","H","IGHV4-31","collected"
"1417","L","IGLV3-21","collected"
"1418","H","IGHV4-39","collected"
"1418","L","IGKV1-39","collected"
"1419","H","IGHV1-2","collected"
"1419","L","IGKV3-15","collected"
"1420","H","IGHV1-69","collected"
"1420","L","IGKV1-5","collected"
"1421","H","IGHV3-30","collected"
"1421","L","IGKV1-39","collected"
"1422","H","IGHV3-33","collected"
"1422","L","IGLV2-14","collected"
"1423","H","IGHV3-49","collected"
"1423","L","IGLV3-21","collected"
"1424","H","IGHV3-66","collected"
"1424","L","IGKV1-27","collected"
"1425","H","IGHV3-66","collected"
"1425","L","IGLV3-21","collected"
"1426","H","IGHV3-66","collected"
"1426","L","IGLV2-14","collected"
"1427","H","IGHV5-51","collected"
"1427","L","IGKV2-30","collected"
"1428","H","IGHV1-46","collected"
"1428","L","IGKV4-1","collected"
"1429","H","IGHV1-69","collected"
"1429","L","IGLV1-40","collected"
"142","H","IGHV3-66","collected"
"142","L","IGKV1-9","collected"
"1430","H","IGHV3-21","collected"
"1430","L","IGLV2-14","collected"
"1431","H","IGHV3-23","collected"
"1431","L","IGLV2-23","collected"
"1432","H","IGHV3-30","collected"
"1432","L","IGLV3-21","collected"
"1433","H","IGHV3-66","collected"
"1433","L","IGKV1-27","collected"
"1434","H","IGHV4-4","collected"
"1434","L","IGLV6-57","collected"
"1435","H","IGHV5-10-1","collected"
"1435","L","IGLV1-40","collected"
"1441","H","IGHV3-53","collected"
"1441","L","IGLV2-23","collected"
"1448","H","IGHV1-2","collected"
"1448","L","IGLV2-14","collected"
"1449","H","IGHV1-2","collected"
"1449","L","IGLV2-14","collected"
"1450","H","IGHV1-2","collected"
"1450","L","IGLV2-14","collected"
"1451","H","IGHV1-2","collected"
"1451","L","IGLV2-14","collected"
"1452","H","IGHV1-2","collected"
"1452","L","IGLV2-14","collected"
"1454","H","IGHV1-2","collected"
"1454","L","IGLV2-14","collected"
"1455","H","IGHV1-2","collected"
"1455","L","IGLV2-14","collected"
"1456","H","IGHV1-2","collected"
"1456","L","IGLV2-8","collected"
"1457","H","IGHV1-2","collected"
"1457","L","IGLV2-8","collected"
"1464","H","IGHV3-66","collected"
"1464","L","IGKV1-9","collected"
"1466","H","IGHV3-9","collected"
"1466","L","IGKV1-39","collected"
"1467","H","IGHV3-23","collected"
"1467","L","IGKV1-39","collected"
"1469","H","IGHV3-21","collected"
"1469","L","IGLV1-40","collected"
"1470","H","IGHV1-58","collected"
"1470","L","IGKV3D-20","collected"
"1471","H","IGHV2-70","collected"
"1471","L","IGKV2-28","collected"
"1472","H","IGHV3-9","collected"
"1472","L","IGKV1-39","collected"
"1473","H","IGHV4-31","collected"
"1473","L","IGKV1-27","collected"
"1474","H","IGHV2-70","collected"
"1474","L","IGKV1-39","collected"
"1475","H","IGHV3-66","collected"
"1475","L","IGKV1-9","collected"
"1476","H","IGHV3-66","collected"
"1476","L","IGKV3-11","collected"
"1477","H","IGHV4-31","collected"
"1477","L","IGKV3-15","collected"
"1478","H","IGHV4-31","collected"
"1478","L","IGLV3-21","collected"
"1479","H","IGHV3-7","collected"
"1479","L","IGLV1-40","collected"
"147","H","IGHV5-51","collected"
"147","L","IGKV2-18","collected"
"1480","H","IGHV4-59","collected"
"1480","L","IGKV1-12","collected"
"1481","H","IGHV1-18","collected"
"1481","L","IGKV3D-20","collected"
"1482","H","IGHV1-2","collected"
"1482","L","IGLV1-40","collected"
"1483","H","IGHV5-51","collected"
"1483","L","IGKV1-33","collected"
"1484","H","IGHV1-18","collected"
"1484","L","IGKV6-21","collected"
"1485","H","IGHV1-46","collected"
"1485","L","IGLV1-47","collected"
"1486","H","IGHV3-33","collected"
"1486","L","IGKV1-33","collected"
"1487","H","IGHV3-23","collected"
"1487","L","IGLV1-47","collected"
"1488","H","IGHV3-66","collected"
"1488","L","IGKV1-9","collected"
"1489","H","IGHV1-18","collected"
"1489","L","IGKV3-11","collected"
"148","H","IGHV4-59","collected"
"148","L","IGKV3-15","collected"
"1490","H","IGHV2-5","collected"
"1490","L","IGKV1-39","collected"
"1491","H","IGHV3-66","collected"
"1491","L","IGKV1-33","collected"
"1492","H","IGHV2-70","collected"
"1492","L","IGKV1-39","collected"
"1493","H","IGHV5-51","collected"
"1493","L","IGKV1-39","collected"
"1494","H","IGHV1-18","collected"
"1494","L","IGKV4-1","collected"
"1495","H","IGHV3-7","collected"
"1495","L","IGKV1-8","collected"
"1496","H","IGHV3-13","collected"
"1496","L","IGKV1-39","collected"
"1497","H","IGHV3-66","collected"
"1497","L","IGLV1-40","collected"
"1498","H","IGHV1-69","collected"
"1498","L","IGLV8-61","collected"
"1499","H","IGHV3-9","collected"
"1499","L","IGKV2-30","collected"
"149","H","IGHV3-64","collected"
"149","L","IGKV4-1","collected"
"14","H","IGHV3-23","collected"
"14","L","IGLV3-21","collected"
"1500","H","IGHV3-66","collected"
"1500","L","IGKV1-27","collected"
"1501","H","IGHV3-43","collected"
"1501","L","IGLV3-21","collected"
"1502","H","IGHV1-69","collected"
"1502","L","IGKV1-5","collected"
"1503","H","IGHV3-66","collected"
"1503","L","IGKV3-15","collected"
"1504","H","IGHV3-53","collected"
"1504","L","IGKV2-30","collected"
"1505","H","IGHV3-66","collected"
"1505","L","IGKV1-27","collected"
"1506","H","IGHV1-69","collected"
"1506","L","IGKV1-5","collected"
"1507","H","IGHV3-53","collected"
"1507","L","IGKV1-39","collected"
"1508","H","IGHV3-30","collected"
"1508","L","IGKV1-39","collected"
"1509","H","IGHV3-66","collected"
"1509","L","IGKV1-9","collected"
"150","H","IGHV4-39","collected"
"150","L","IGKV4-1","collected"
"1510","H","IGHV3-30","collected"
"1510","L","IGLV1-44","collected"
"1511","H","IGHV4-4","collected"
"1511","L","IGLV1-44","collected"
"1512","H","IGHV3-66","collected"
"1512","L","IGKV3D-20","collected"
"1513","H","IGHV5-51","collected"
"1513","L","IGLV3-19","collected"
"1514","H","IGHV3-23","collected"
"1514","L","IGKV1-5","collected"
"1515","H","IGHV1-3","collected"
"1515","L","IGKV4-1","collected"
"1516","H","IGHV3-66","collected"
"1516","L","IGKV1-9","collected"
"1517","H","IGHV3-15","collected"
"1517","L","IGKV1-39","collected"
"1518","H","IGHV1-8","collected"
"1518","L","IGLV1-44","collected"
"1519","H","IGHV4-34","collected"
"1519","L","IGLV1-44","collected"
"151","H","IGHV3-30","collected"
"151","L","IGKV3-11","collected"
"1520","H","IGHV2-70","collected"
"1520","L","IGKV1-39","collected"
"1521","H","IGHV4-59","collected"
"1521","L","IGKV3D-20","collected"
"1522","H","IGHV3-11","collected"
"1522","L","IGKV3-11","collected"
"1523","H","IGHV3-66","collected"
"1523","L","IGKV1-12","collected"
"1524","H","IGHV1-58","collected"
"1524","L","IGKV3D-20","collected"
"1525","H","IGHV3-66","collected"
"1525","L","IGLV1-40","collected"
"1526","H","IGHV1-69","collected"
"1526","L","IGLV1-40","collected"
"1527","H","IGHV4-39","collected"
"1527","L","IGLV2-14","collected"
"1528","H","IGHV2-5","collected"
"1528","L","IGLV1-44","collected"
"1529","H","IGHV1-24","collected"
"1529","L","IGLV1-47","collected"
"152","H","IGHV7-4-1","collected"
"152","L","IGKV1-39","collected"
"1530","H","IGHV1-24","collected"
"1530","L","IGLV1-47","collected"
"1531","H","IGHV4-34","collected"
"1531","L","IGKV2-28","collected"
"1532","H","IGHV4-61","collected"
"1532","L","IGKV2-30","collected"
"1533","H","IGHV4-39","collected"
"1533","L","IGKV2-30","collected"
"1534","H","IGHV3-30","collected"
"1534","L","IGKV1-33","collected"
"1535","H","IGHV3/OR15-7","collected"
"1535","L","IGLV3-19","collected"
"1536","H","IGHV1-69","collected"
"1536","L","IGLV1-40","collected"
"1537","H","IGHV3-43","collected"
"1537","L","IGLV1-44","collected"
"1538","H","IGHV1-69","collected"
"1538","L","IGKV1-5","collected"
"1539","H","IGHV3-66","collected"
"1539","L","IGKV1-9","collected"
"153","H","IGHV3-48","collected"
"153","L","IGKV1-39","collected"
"1540","H","IGHV1-2","collected"
"1540","L","IGKV2-40","collected"
"1541","H","IGHV3-9","collected"
"1541","L","IGLV2-23","collected"
"1542","H","IGHV3-9","collected"
"1542","L","IGLV1-40","collected"
"1543","H","IGHV3-48","collected"
"1543","L","IGKV3D-20","collected"
"1544","H","IGHV4-59","collected"
"1544","L","IGLV2-14","collected"
"1545","H","IGHV3-66","collected"
"1545","L","IGKV1-27","collected"
"1546","H","IGHV2-5","collected"
"1546","L","IGLV1-47","collected"
"1547","H","IGHV2-5","collected"
"1547","L","IGLV2-14","collected"
"1548","H","IGHV3-66","collected"
"1548","L","IGKV3D-20","collected"
"1549","H","IGHV7-4-1","collected"
"1549","L","IGLV3-21","collected"
"154","H","IGHV3-30","collected"
"154","L","IGKV2-28","collected"
"1550","H","IGHV4-38-2","collected"
"1550","L","IGLV2-8","collected"
"1551","H","IGHV3-9","collected"
"1551","L","IGLV1-40","collected"
"1552","H","IGHV3-33","collected"
"1552","L","IGLV2-11","collected"
"1553","H","IGHV3-11","collected"
"1553","L","IGKV1-9","collected"
"1554","H","IGHV1-69","collected"
"1554","L","IGKV3-11","collected"
"1555","H","IGHV3-33","collected"
"1555","L","IGKV2-30","collected"
"1556","H","IGHV3-23","collected"
"1556","L","IGLV3-21","collected"
"1557","H","IGHV3-66","collected"
"1557","L","IGKV2-30","collected"
"1558","H","IGHV3-66","collected"
"1558","L","IGKV3D-20","collected"
"1559","H","IGHV3-30","collected"
"1559","L","IGKV1-39","collected"
"155","H","IGHV7-4-1","collected"
"155","L","IGKV1-27","collected"
"1560","H","IGHV3-30","collected"
"1560","L","IGKV1-39","collected"
"1561","H","IGHV3-30","collected"
"1561","L","IGKV2-30","collected"
"1562","H","IGHV3-30","collected"
"1562","L","IGKV1-27","collected"
"1563","H","IGHV3-66","collected"
"1563","L","IGKV1-9","collected"
"1564","H","IGHV4-59","collected"
"1564","L","IGKV4-1","collected"
"1565","H","IGHV1-46","collected"
"1565","L","IGKV1-27","collected"
"1566","H","IGHV3-66","collected"
"1566","L","IGKV1-9","collected"
"1567","H","IGHV3-11","collected"
"1567","L","IGLV2-14","collected"
"1568","H","IGHV3-66","collected"
"1568","L","IGLV1-40","collected"
"1569","H","IGHV5-51","collected"
"1569","L","IGLV1-44","collected"
"156","H","IGHV1-24","collected"
"156","L","IGKV2-24","collected"
"1570","H","IGHV5-51","collected"
"1570","L","IGLV3-21","collected"
"1571","H","IGHV1-8","collected"
"1571","L","IGKV4-1","collected"
"1572","H","IGHV4-61","collected"
"1572","L","IGLV2-14","collected"
"1573","H","IGHV3-33","collected"
"1573","L","IGLV5-37","collected"
"1574","H","IGHV5-51","collected"
"1574","L","IGLV1-44","collected"
"1575","H","IGHV3-66","collected"
"1575","L","IGKV3D-20","collected"
"1576","H","IGHV3-9","collected"
"1576","L","IGLV2-14","collected"
"1577","H","IGHV5-51","collected"
"1577","L","IGLV1-44","collected"
"1578","H","IGHV2-5","collected"
"1578","L","IGKV4-1","collected"
"1579","H","IGHV3-66","collected"
"1579","L","IGKV1-9","collected"
"157","H","IGHV5-51","collected"
"157","L","IGKV4-1","collected"
"1587","H","IGHV3-53","collected"
"1587","L","IGKV4-1","collected"
"158","H","IGHV1-24","collected"
"158","L","IGLV1-51","collected"
"1590","H","IGHV3-30","collected"
"1590","L","IGKV1-39","collected"
"1591","H","IGHV4-39","collected"
"1591","L","IGLV6-57","collected"
"1592","H","IGHV3-53","collected"
"1592","L","IGKV1-9","collected"
"1593","H","IGHV1-58","collected"
"1593","L","IGKV3D-20","collected"
"1594","H","IGHV3-66","collected"
"1594","L","IGLV1-44","collected"
"1596","H","IGHV3-33","collected"
"1596","L","IGKV4-1","collected"
"1597","H","IGHV3-30","collected"
"1597","L","IGKV4-1","collected"
"1598","H","IGHV3-9","collected"
"1598","L","IGKV2-18","collected"
"1599","H","IGHV4-31","collected"
"1599","L","IGKV3-15","collected"
"159","H","IGHV3-30","collected"
"159","L","IGLV1-44","collected"
"15","H","IGHV3-9","collected"
"15","L","IGLV2-14","collected"
"1600","H","IGHV1-2","collected"
"1600","L","IGKV1-16","collected"
"1603","H","IGHV3-33","collected"
"1603","L","IGKV1-16","collected"
"1604","H","IGHV1-2","collected"
"1604","L","IGKV1-39","collected"
"1606","H","IGHV3-23","collected"
"1606","L","IGKV3-11","collected"
"1608","H","IGHV3-30","collected"
"1608","L","IGKV4-1","collected"
"1609","H","IGHV4-59","collected"
"1609","L","IGKV1-27","collected"
"1610","H","IGHV3-15","collected"
"1610","L","IGKV4-1","collected"
"1611","H","IGHV1-58","collected"
"1611","L","IGKV3D-20","collected"
"1612","H","IGHV4-34","collected"
"1612","L","IGLV6-57","collected"
"1613","H","IGHV3-30","collected"
"1613","L","IGKV1-39","collected"
"1616","H","IGHV3-23","collected"
"1616","L","IGKV2-18","collected"
"1617","H","IGHV3-53","collected"
"1617","L","IGLV2-23","collected"
"1618","H","IGHV3-11","collected"
"1618","L","IGKV3-15","collected"
"1619","H","IGHV3-9","collected"
"1619","L","IGLV3-21","collected"
"161","H","IGHV3-7","collected"
"161","L","IGKV1-17","collected"
"1620","H","IGHV3-15","collected"
"1620","L","IGKV1-27","collected"
"1621","H","IGHV3-21","collected"
"1621","L","IGKV1D-8","collected"
"1622","H","IGHV5-51","collected"
"1622","L","IGKV1-27","collected"
"1623","H","IGHV3-66","collected"
"1623","L","IGKV1-39","collected"
"1624","H","IGHV5-51","collected"
"1624","L","IGKV3-15","collected"
"1625","H","IGHV1-58","collected"
"1625","L","IGKV3D-20","collected"
"1626","H","IGHV7-4-1","collected"
"1626","L","IGKV1-5","collected"
"162","H","IGHV4-4","collected"
"162","L","IGLV7-46","collected"
"1631","H","IGHV3-53","collected"
"1631","L","IGKV3D-20","collected"
"163","H","IGHV1-46","collected"
"163","L","IGKV1-27","collected"
"1643","H","IGHV4-39","collected"
"1643","L","IGKV1-5","collected"
"1649","H","IGHV3-66","collected"
"1649","L","IGKV1-9","collected"
"164","H","IGHV1-2","collected"
"164","L","IGKV1-16","collected"
"1650","H","IGHV3-66","collected"
"1650","L","IGKV1-9","collected"
"1651","H","IGHV3-66","collected"
"1651","L","IGKV1-9","collected"
"1652","H","IGHV3-66","collected"
"1652","L","IGKV1-9","collected"
"1654","H","IGHV3-66","collected"
"1654","L","IGKV3D-20","collected"
"1655","H","IGHV3-66","collected"
"1655","L","IGKV3D-20","collected"
"1656","H","IGHV3-66","collected"
"1656","L","IGKV1-9","collected"
"1657","H","IGHV3-66","collected"
"1657","L","IGKV1-9","collected"
"1659","H","IGHV3-66","collected"
"1659","L","IGKV3D-20","collected"
"165","H","IGHV4-4","collected"
"165","L","IGLV7-46","collected"
"1660","H","IGHV1-58","collected"
"1660","L","IGKV3D-20","collected"
"1661","H","IGHV1-58","collected"
"1661","L","IGKV3D-20","collected"
"1662","H","IGHV1-58","collected"
"1662","L","IGKV3D-20","collected"
"1663","H","IGHV3-66","collected"
"1663","L","IGKV1-9","collected"
"1664","H","IGHV1-18","collected"
"1664","L","IGKV1-39","collected"
"1665","H","IGHV1-2","collected"
"1665","L","IGLV2-8","collected"
